character_slug,control_type,move_name_jp,tokens_classic,tokens_modern,tokens_for_mode,tokens_norm_classic,tokens_norm_modern,tokens_norm_for_mode,match_status,manual_classic,manual_modern_full,manual_modern_short,required_special_keys,consume_special_keys,gain_special_keys,variant_tag,followup_parent_move_name_jp,followup_child_variant,followup_window,applies_poison_on_hit_override,triggers_poison_bloom_on_hit_override,poison_bloom_damage_override,poison_bloom_on_hit_override,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scale,drive_gain,drive_loss_guard,drive_loss_punish,sa_gain,attribute,note,row_kind,mmdk_action_id,mmdk_action_name,mmdk_action_base,frame_link_move_name_jp,mmdk_suggested_tokens,mmdk_source_key,manual_self_pos_start_x,manual_self_pos_end_x,manual_opp_pos_start_x,manual_opp_pos_end_x,manual_vs_distance_start,manual_vs_distance_end,calc_manual_self_move_x_total,calc_manual_target_move_x_sum,manual_note
kimberly,classic,0010_DMG_HL_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,200,0010_DMG_HL_ST(1),0010_DMG_HL_ST,,,,,,,,,,,,
kimberly,classic,DMG_HM,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,201,DMG_HM,DMG_HM,,,,,,,,,,,,
kimberly,classic,DMG_HM(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,201,DMG_HM(1),DMG_HM,,,,,,,,,,,,
kimberly,classic,DMG_HH,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,202,DMG_HH,DMG_HH,,,,,,,,,,,,
kimberly,classic,DMG_HH(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,202,DMG_HH(1),DMG_HH,,,,,,,,,,,,
kimberly,classic,1090_DMG_HC_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,203,1090_DMG_HC_ST,1090_DMG_HC_ST,,,,,,,,,,,,
kimberly,classic,1090_DMG_HC_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,203,1090_DMG_HC_ST(1),1090_DMG_HC_ST,,,,,,,,,,,,
kimberly,classic,0110_DMG_ML_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,204,0110_DMG_ML_ST,0110_DMG_ML_ST,,,,,,,,,,,,
kimberly,classic,0110_DMG_ML_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,204,0110_DMG_ML_ST(1),0110_DMG_ML_ST,,,,,,,,,,,,
kimberly,classic,DMG_MM,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,205,DMG_MM,DMG_MM,,,,,,,,,,,,
kimberly,classic,DMG_MM(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,205,DMG_MM(1),DMG_MM,,,,,,,,,,,,
kimberly,classic,DMG_MH,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,206,DMG_MH,DMG_MH,,,,,,,,,,,,
kimberly,classic,DMG_MH(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,206,DMG_MH(1),DMG_MH,,,,,,,,,,,,
kimberly,classic,1100_DMG_MC_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,207,1100_DMG_MC_ST,1100_DMG_MC_ST,,,,,,,,,,,,
kimberly,classic,1100_DMG_MC_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,207,1100_DMG_MC_ST(1),1100_DMG_MC_ST,,,,,,,,,,,,
kimberly,classic,0210_DMG_LL_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,208,0210_DMG_LL_ST,0210_DMG_LL_ST,,,,,,,,,,,,
kimberly,classic,0210_DMG_LL_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,208,0210_DMG_LL_ST(1),0210_DMG_LL_ST,,,,,,,,,,,,
kimberly,classic,DMG_LM,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,209,DMG_LM,DMG_LM,,,,,,,,,,,,
kimberly,classic,DMG_LM(3),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,209,DMG_LM(3),DMG_LM,,,,,,,,,,,,
kimberly,classic,DMG_LM(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,210,DMG_LM(1),DMG_LM,,,,,,,,,,,,
kimberly,classic,DMG_LM(4),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,210,DMG_LM(4),DMG_LM,,,,,,,,,,,,
kimberly,classic,DMG_LM(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,211,DMG_LM(2),DMG_LM,,,,,,,,,,,,
kimberly,classic,DMG_LM(5),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,211,DMG_LM(5),DMG_LM,,,,,,,,,,,,
kimberly,classic,0310_DMG_CL_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,212,0310_DMG_CL_ST,0310_DMG_CL_ST,,,,,,,,,,,,
kimberly,classic,0310_DMG_CL_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,212,0310_DMG_CL_ST(1),0310_DMG_CL_ST,,,,,,,,,,,,
kimberly,classic,DMG_CM,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,213,DMG_CM,DMG_CM,,,,,,,,,,,,
kimberly,classic,DMG_CM(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,213,DMG_CM(1),DMG_CM,,,,,,,,,,,,
kimberly,classic,DMG_CH,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,214,DMG_CH,DMG_CH,,,,,,,,,,,,
kimberly,classic,DMG_CH(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,214,DMG_CH(1),DMG_CH,,,,,,,,,,,,
kimberly,classic,1110_DMG_CC_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,215,1110_DMG_CC_ST,1110_DMG_CC_ST,,,,,,,,,,,,
kimberly,classic,1110_DMG_CC_ST(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,215,1110_DMG_CC_ST(2),1110_DMG_CC_ST,,,,,,,,,,,,
kimberly,classic,0410_DMG_DL_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,216,0410_DMG_DL_ST,0410_DMG_DL_ST,,,,,,,,,,,,
kimberly,classic,0410_DMG_DL_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,216,0410_DMG_DL_ST(1),0410_DMG_DL_ST,,,,,,,,,,,,
kimberly,classic,DMG_DM,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,217,DMG_DM,DMG_DM,,,,,,,,,,,,
kimberly,classic,DMG_DM(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,217,DMG_DM(2),DMG_DM,,,,,,,,,,,,
kimberly,classic,DMG_DM(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,218,DMG_DM(1),DMG_DM,,,,,,,,,,,,
kimberly,classic,DMG_DM(3),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,218,DMG_DM(3),DMG_DM,,,,,,,,,,,,
kimberly,classic,1110_DMG_CC_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,219,1110_DMG_CC_ST(1),1110_DMG_CC_ST,,,,,,,,,,,,
kimberly,classic,2210_DMG_FL_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,220,2210_DMG_FL_ST,2210_DMG_FL_ST,,,,,,,,,,,,
kimberly,classic,2220_DMG_FM_ST,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,221,2220_DMG_FM_ST,2220_DMG_FM_ST,,,,,,,,,,,,
kimberly,classic,2220_DMG_FM_ST(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,222,2220_DMG_FM_ST(1),2220_DMG_FM_ST,,,,,,,,,,,,
kimberly,classic,1300_DMG_Back_STD,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,224,1300_DMG_Back_STD,1300_DMG_Back_STD,,,,,,,,,,,,
kimberly,classic,2020_DMG_BLOW_HEAD_RISE_90,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,230,2020_DMG_BLOW_HEAD_RISE_90,2020_DMG_BLOW_HEAD_RISE_90,,,,,,,,,,,,
kimberly,classic,2140_DMG_BLOW_BODY_RISE_45,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,231,2140_DMG_BLOW_BODY_RISE_45,2140_DMG_BLOW_BODY_RISE_45,,,,,,,,,,,,
kimberly,classic,2170_DMG_BLOW_BODY_RISE_0,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,232,2170_DMG_BLOW_BODY_RISE_0,2170_DMG_BLOW_BODY_RISE_0,,,,,,,,,,,,
kimberly,classic,BUTT_RISE_45m,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,233,BUTT_RISE_45m,BUTT_RISE_45m,,,,,,,,,,,,
kimberly,classic,BUTT_RISE_90m,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,234,BUTT_RISE_90m,BUTT_RISE_90m,,,,,,,,,,,,
kimberly,classic,3110_DMG_WALL_BND,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,235,3110_DMG_WALL_BND,3110_DMG_WALL_BND,,,,,,,,,,,,
kimberly,classic,2240_DMG_BLOW_AIR_FALL_-90,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,236,2240_DMG_BLOW_AIR_FALL_-90,2240_DMG_BLOW_AIR_FALL_-90,,,,,,,,,,,,
kimberly,classic,2030_DMG_BLOW_HEAD_FALL_90,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,237,2030_DMG_BLOW_HEAD_FALL_90,2030_DMG_BLOW_HEAD_FALL_90,,,,,,,,,,,,
kimberly,classic,2150_DMG_BLOW_BODY_FALL_45,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,238,2150_DMG_BLOW_BODY_FALL_45,2150_DMG_BLOW_BODY_FALL_45,,,,,,,,,,,,
kimberly,classic,2180_DMG_BLOW_BODY_FALL_0,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,239,2180_DMG_BLOW_BODY_FALL_0,2180_DMG_BLOW_BODY_FALL_0,,,,,,,,,,,,
kimberly,classic,2200_DMG_BLOW_AIR_FALL_-45,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,240,2200_DMG_BLOW_AIR_FALL_-45,2200_DMG_BLOW_AIR_FALL_-45,,,,,,,,,,,,
kimberly,classic,2200_DMG_BLOW_AIR_FALL_-45(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,241,2200_DMG_BLOW_AIR_FALL_-45(1),2200_DMG_BLOW_AIR_FALL_-45,,,,,,,,,,,,
kimberly,classic,2240_DMG_BLOW_AIR_FALL_-90(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,242,2240_DMG_BLOW_AIR_FALL_-90(1),2240_DMG_BLOW_AIR_FALL_-90,,,,,,,,,,,,
kimberly,classic,2240_DMG_BLOW_AIR_FALL_-90(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,243,2240_DMG_BLOW_AIR_FALL_-90(2),2240_DMG_BLOW_AIR_FALL_-90,,,,,,,,,,,,
kimberly,classic,2010_DMG_BLOW_HEAD_START_90,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,244,2010_DMG_BLOW_HEAD_START_90,2010_DMG_BLOW_HEAD_START_90,,,,,,,,,,,,
kimberly,classic,2040_DMG_BLOW_HEAD_START_45,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,245,2040_DMG_BLOW_HEAD_START_45,2040_DMG_BLOW_HEAD_START_45,,,,,,,,,,,,
kimberly,classic,2070_DMG_BLOW_HEAD_START_0,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,246,2070_DMG_BLOW_HEAD_START_0,2070_DMG_BLOW_HEAD_START_0,,,,,,,,,,,,
kimberly,classic,2190_DMG_BLOW_AIR_START_-45,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,247,2190_DMG_BLOW_AIR_START_-45,2190_DMG_BLOW_AIR_START_-45,,,,,,,,,,,,
kimberly,classic,2190_DMG_BLOW_AIR_START_-45(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,248,2190_DMG_BLOW_AIR_START_-45(1),2190_DMG_BLOW_AIR_START_-45,,,,,,,,,,,,
kimberly,classic,3110_DMG_WALL_BND(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,249,3110_DMG_WALL_BND(1),3110_DMG_WALL_BND,,,,,,,,,,,,
kimberly,classic,2230_DMG_BLOW_AIR_START_-90,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,250,2230_DMG_BLOW_AIR_START_-90,2230_DMG_BLOW_AIR_START_-90,,,,,,,,,,,,
kimberly,classic,2100_DMG_BLOW_BODY_START_90,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,251,2100_DMG_BLOW_BODY_START_90,2100_DMG_BLOW_BODY_START_90,,,,,,,,,,,,
kimberly,classic,2130_DMG_BLOW_BODY_START_45,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,252,2130_DMG_BLOW_BODY_START_45,2130_DMG_BLOW_BODY_START_45,,,,,,,,,,,,
kimberly,classic,2160_DMG_BLOW_BODY_START_0,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,253,2160_DMG_BLOW_BODY_START_0,2160_DMG_BLOW_BODY_START_0,,,,,,,,,,,,
kimberly,classic,2190_DMG_BLOW_AIR_START_-45(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,254,2190_DMG_BLOW_AIR_START_-45(2),2190_DMG_BLOW_AIR_START_-45,,,,,,,,,,,,
kimberly,classic,2190_DMG_BLOW_AIR_START_-45(3),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,255,2190_DMG_BLOW_AIR_START_-45(3),2190_DMG_BLOW_AIR_START_-45,,,,,,,,,,,,
kimberly,classic,3110_DMG_WALL_BND(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,256,3110_DMG_WALL_BND(2),3110_DMG_WALL_BND,,,,,,,,,,,,
kimberly,classic,2230_DMG_BLOW_AIR_START_-90(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,257,2230_DMG_BLOW_AIR_START_-90(1),2230_DMG_BLOW_AIR_START_-90,,,,,,,,,,,,
kimberly,classic,1250_DMG_Slam_STD,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,258,1250_DMG_Slam_STD,1250_DMG_Slam_STD,,,,,,,,,,,,
kimberly,classic,DMG_HL_DOWN,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,260,DMG_HL_DOWN,DMG_HL_DOWN,,,,,,,,,,,,
kimberly,classic,1050_DMG_HM_DN,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,261,1050_DMG_HM_DN,1050_DMG_HM_DN,,,,,,,,,,,,
kimberly,classic,1050_DMG_HM_DN(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,261,1050_DMG_HM_DN(1),1050_DMG_HM_DN,,,,,,,,,,,,
kimberly,classic,1060_DMG_HH_DN,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,262,1060_DMG_HH_DN,1060_DMG_HH_DN,,,,,,,,,,,,
kimberly,classic,1060_DMG_HH_DN(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,262,1060_DMG_HH_DN(1),1060_DMG_HH_DN,,,,,,,,,,,,
kimberly,classic,DMG_CL_DOWN,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,263,DMG_CL_DOWN,DMG_CL_DOWN,,,,,,,,,,,,
kimberly,classic,1070_DMG_CM_DN,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,264,1070_DMG_CM_DN,1070_DMG_CM_DN,,,,,,,,,,,,
kimberly,classic,1070_DMG_CM_DN(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,264,1070_DMG_CM_DN(1),1070_DMG_CM_DN,,,,,,,,,,,,
kimberly,classic,1080_DMG_CH_DN,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,265,1080_DMG_CH_DN,1080_DMG_CH_DN,,,,,,,,,,,,
kimberly,classic,1080_DMG_CH_DN(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,265,1080_DMG_CH_DN(1),1080_DMG_CH_DN,,,,,,,,,,,,
kimberly,classic,DMG_HL_UPPER,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,266,DMG_HL_UPPER,DMG_HL_UPPER,,,,,,,,,,,,
kimberly,classic,1010_DMG_HU_UP,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,267,1010_DMG_HU_UP,1010_DMG_HU_UP,,,,,,,,,,,,
kimberly,classic,1010_DMG_HU_UP(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,267,1010_DMG_HU_UP(1),1010_DMG_HU_UP,,,,,,,,,,,,
kimberly,classic,1020_DMG_HU_UP_H,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,268,1020_DMG_HU_UP_H,1020_DMG_HU_UP_H,,,,,,,,,,,,
kimberly,classic,1020_DMG_HU_UP_H(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,268,1020_DMG_HU_UP_H(1),1020_DMG_HU_UP_H,,,,,,,,,,,,
kimberly,classic,DMG_BL_UPPER,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,269,DMG_BL_UPPER,DMG_BL_UPPER,,,,,,,,,,,,
kimberly,classic,1030_DMG_MM_UP,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,270,1030_DMG_MM_UP,1030_DMG_MM_UP,,,,,,,,,,,,
kimberly,classic,1030_DMG_MM_UP(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,270,1030_DMG_MM_UP(1),1030_DMG_MM_UP,,,,,,,,,,,,
kimberly,classic,1040_DMG_MH_UP,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,271,1040_DMG_MH_UP,1040_DMG_MH_UP,,,,,,,,,,,,
kimberly,classic,1040_DMG_MH_UP(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,271,1040_DMG_MH_UP(1),1040_DMG_MH_UP,,,,,,,,,,,,
kimberly,classic,2520_DMG_ASHIBARAI_LT,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,273,2520_DMG_ASHIBARAI_LT,2520_DMG_ASHIBARAI_LT,,,,,,,,,,,,
kimberly,classic,2510_DMG_ASHIBARAI_RT,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,274,2510_DMG_ASHIBARAI_RT,2510_DMG_ASHIBARAI_RT,,,,,,,,,,,,
kimberly,classic,1150_DMG_KUZURE_STD,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,276,1150_DMG_KUZURE_STD,1150_DMG_KUZURE_STD,,,,,,,,,,,,
kimberly,classic,1160_DMG_KUZURE_AO,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,277,1160_DMG_KUZURE_AO,1160_DMG_KUZURE_AO,,,,,,,,,,,,
kimberly,classic,DMG_SPIN,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,279,DMG_SPIN,DMG_SPIN,,,,,,,,,,,,
kimberly,classic,DMG_ASPIN_UP_Loop,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,280,DMG_ASPIN_UP_Loop,DMG_ASPIN_UP_Loop,,,,,,,,,,,,
kimberly,classic,DMG_HH(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,281,DMG_HH(2),DMG_HH,,,,,,,,,,,,
kimberly,classic,3010_DMG_WHEEL_UP,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,282,3010_DMG_WHEEL_UP,3010_DMG_WHEEL_UP,,,,,,,,,,,,
kimberly,classic,3190_DMG_WALL_Stick,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,284,3190_DMG_WALL_Stick,3190_DMG_WALL_Stick,,,,,,,,,,,,
kimberly,classic,3190_DMG_WALL_Stick(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,285,3190_DMG_WALL_Stick(1),3190_DMG_WALL_Stick,,,,,,,,,,,,
kimberly,classic,3200_DMG_WALL_Stick_Fall,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,286,3200_DMG_WALL_Stick_Fall,3200_DMG_WALL_Stick_Fall,,,,,,,,,,,,
kimberly,classic,3200_DMG_WALL_Stick_Fall(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,287,3200_DMG_WALL_Stick_Fall(1),3200_DMG_WALL_Stick_Fall,,,,,,,,,,,,
kimberly,classic,3160_DMG_GORO_Loop2,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,289,3160_DMG_GORO_Loop2,3160_DMG_GORO_Loop2,,,,,,,,,,,,
kimberly,classic,3180_DMG_GORO_NOHIT_UT,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,290,3180_DMG_GORO_NOHIT_UT,3180_DMG_GORO_NOHIT_UT,,,,,,,,,,,,
kimberly,classic,3170_DMG_GORO_UT,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,291,3170_DMG_GORO_UT,3170_DMG_GORO_UT,,,,,,,,,,,,
kimberly,classic,1170_DMG_STUN_WALL_BND,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,293,1170_DMG_STUN_WALL_BND,1170_DMG_STUN_WALL_BND,,,,,,,,,,,,
kimberly,classic,1180_DMG_STUN_WALL_BND_Loop,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,294,1180_DMG_STUN_WALL_BND_Loop,1180_DMG_STUN_WALL_BND_Loop,,,,,,,,,,,,
kimberly,classic,1180_DMG_STUN_WALL_BND_Loop(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,296,1180_DMG_STUN_WALL_BND_Loop(1),1180_DMG_STUN_WALL_BND_Loop,,,,,,,,,,,,
kimberly,classic,NGE,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,320,NGE,NGE,,,,,,,,,,,,
kimberly,classic,NGF,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,321,NGF,NGF,,,,,,,,,,,,
kimberly,classic,5520_GRD_Crash,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,322,5520_GRD_Crash,5520_GRD_Crash,,,,,,,,,,,,
kimberly,classic,5520_GRD_Crash(2),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,322,5520_GRD_Crash(2),5520_GRD_Crash,,,,,,,,,,,,
kimberly,classic,5520_GRD_Crash(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,323,5520_GRD_Crash(1),5520_GRD_Crash,,,,,,,,,,,,
kimberly,classic,5520_GRD_Crash(3),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,323,5520_GRD_Crash(3),5520_GRD_Crash,,,,,,,,,,,,
kimberly,classic,DMG_BND_L_AO,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,330,DMG_BND_L_AO,DMG_BND_L_AO,,,,,,,,,,,,
kimberly,classic,DMG_BND_L_UT,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,331,DMG_BND_L_UT,DMG_BND_L_UT,,,,,,,,,,,,
kimberly,classic,1210_DMG_Slide_Ground,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,332,1210_DMG_Slide_Ground,1210_DMG_Slide_Ground,,,,,,,,,,,,
kimberly,classic,1220_DMG_BND_H_AO,,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,333,1220_DMG_BND_H_AO,1220_DMG_BND_H_AO,,,,,,,,,,,,
kimberly,classic,1210_DMG_Slide_Ground(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,334,1210_DMG_Slide_Ground(1),1210_DMG_Slide_Ground,,,,,,,,,,,,
kimberly,classic,1220_DMG_BND_H_AO(1),,,,,,,mmdk_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mmdk,335,1220_DMG_BND_H_AO(1),1220_DMG_BND_H_AO,,,,,,,,,,,,
